Dates,BEL.NS Y,HAL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of HAL.NS X,Effective Margin of BEL.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of BEL.NS X,Effective Investment of BEL.NS Y,Multiplier X,Multiplier Y
2024-02-01,183.3999938964844,2997.550048828125,-0.1013552000329776,-0.5653892766921444,183.9653831731765,0.0,0.0126901722277124,,,,,,,,,,,,,,,
2024-02-02,184.6000061035156,2970.699951171875,0.3449986112317816,1.9251127301642723,182.67489337335132,,0.0145619246756149,,,,,,,,,,,,,,,
2024-02-05,181.5500030517578,2932.5,0.1328354615683727,0.7413421842887544,180.80866086746903,,0.0143140015228754,,,,,,,,,,,,,,,
2024-02-06,183.1000061035156,2958.449951171875,0.1841108447711658,1.0269727799647512,182.07303332355087,,0.0148093597419339,,,,,,,,,,,,,,,
2024-02-07,181.6999969482422,2949.75,0.012436429542498,0.0693417785292354,181.63065516971292,,0.0144406821356979,,,,,,,,,,,,,,,
2024-02-08,184.8000030517578,3097.199951171875,-0.7058000039278628,-3.929689590445264,188.72969264220308,,0.0138590653790099,,,,,,,,,,,,,,,
2024-02-09,180.6499938964844,2965.35009765625,-0.2898896647957989,-1.6149300510987246,182.2649239475831,,0.013502269990887,,,,,,,,,,,,,,,
2024-02-12,174.64999389648438,2846.050048828125,-0.3177240305198207,-1.770840998620912,176.4208348951053,,0.0135476526472738,,,,,,,,,,,,,,,
2024-02-13,176.60000610351562,2922.60009765625,-0.6245642344862241,-3.478050937977912,180.07805704149354,,0.0145452395280338,,,,,,,,,,,,,,,
2024-02-14,181.6000061035156,2957.10009765625,-0.0231911628849689,-0.1290096479407054,181.72901575145636,,0.0130689454629637,,,,,,,,,,,,,,,
2024-02-15,185.9499969482422,3023.199951171875,0.183569457346736,1.0199245470236065,184.93007240121855,,0.0131759557887529,,,,,,,,,,,,,,,
2024-02-16,188.3000030517578,3078.800048828125,0.1233313123181634,0.6844627357494915,187.61554031600832,,0.0132931881181782,,,,,,,,,,,,,,,
2024-02-19,188.75,3021.75,0.6968544125202472,3.869094032750184,184.88090596724984,,0.012837005834649,,,,,,,,,,,,,,,
2024-02-20,190.6499938964844,2995.300048828125,1.2552891704349145,6.97881614055035,183.671177755934,,0.0118342367451284,,,,,,,,,,,,,,,
2024-02-21,188.6999969482422,2948.050048828125,1.301865691805549,7.250076734821562,181.44992021342065,,0.0146239763415652,,,,,,,,,,,,,,,
2024-02-22,194.75,3005.64990234375,1.858622511897512,10.37932075467154,184.3706792453285,,0.0194411811300094,,,,,,,,,,,,,,,
2024-02-23,205.3000030517578,3045.5,3.3219235167979098,18.75044398892689,186.54955906283087,1.0,0.0550917185743469,,,,,,,,,,,,,,,
