Dates,COFORGE.NS Y,TECHM.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of TECHM.NS X,Effective Margin of COFORGE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of COFORGE.NS X,Effective Investment of COFORGE.NS Y,Multiplier X,Multiplier Y
2023-12-19,6273.39990234375,1281.449951171875,3.026816141557494,1661.9343489300882,4611.465553413662,,0.9800914213964468,,,,,,,,,,,,,,,
2023-12-20,6039.0498046875,1248.5999755859375,2.712206076260657,1500.700629634014,4538.349175053486,,0.9568767765206992,,,,,,,,,,,,,,,
2023-12-21,6127.89990234375,1250.0999755859375,2.835522098592418,1581.834957716619,4546.064944627131,,0.9663434807558392,,,,,,,,,,,,,,,
2023-12-22,6290.2001953125,1275.1500244140625,2.985619104665766,1680.6166593144462,4609.583535998054,,0.9835828552460558,,,,,,,,,,,,,,,
2023-12-26,6276.0498046875,1282.0,2.896869182183173,1644.436713781586,4631.613090905914,,0.9824440760115112,,,,,,,,,,,,,,,
2023-12-27,6299.39990234375,1280.1500244140625,2.9100792202387264,1666.0579472293357,4633.341955114414,,0.9850851923426336,,,,,,,,,,,,,,,
2023-12-28,6272.35009765625,1285.949951171875,2.805612114103196,1618.9434221633785,4653.406675492872,,0.9794420574095488,,,,,,,,,,,,,,,
2023-12-29,6274.39990234375,1272.6500244140625,2.833147956425113,1648.458627563724,4625.941274780026,,0.9802552370948464,,,,,,,,,,,,,,,
2024-01-01,6192.5498046875,1297.1500244140625,2.56472755493972,1502.0247790905796,4690.52502559692,,0.96966759545125,,,,,,,,,,,,,,,
2024-01-02,6038.2998046875,1278.0999755859375,2.361488174083131,1391.0697771738887,4647.230027513611,,0.9580522241849698,,,,,,,,,,,,,,,
2024-01-03,5928.2001953125,1244.199951171875,2.299714447427285,1362.1578759533004,4566.0423193592,,0.954451505777085,,,,,,,,,,,,,,,
2024-01-04,5954.0498046875,1247.5,2.3128423316787288,1377.2937504411066,4576.756054246393,,0.956253594813221,,,,,,,,,,,,,,,
2024-01-05,6076.35009765625,1248.300048828125,2.495445530822484,1495.207352168456,4581.142745487794,,0.970009534076845,,,,,,,,,,,,,,,
2024-01-08,6060.5,1228.949951171875,2.5260882326156326,1523.6244196883636,4536.875580311636,,0.9549382173667248,,,,,,,,,,,,,,,
2024-01-09,6067.85009765625,1235.6500244140625,2.487830534410924,1509.8982849835666,4557.951812672683,,0.9503766468028484,,,,,,,,,,,,,,,
2024-01-10,6152.25,1240.9000244140625,2.5809236663466875,1577.0317950133012,4575.218204986699,,0.9730026754548948,,,,,,,,,,,,,,,
2024-01-11,6238.10009765625,1249.4000244140625,2.660251583813374,1637.1965250290705,4600.90357262718,,0.976673895809434,,,,,,,,,,,,,,,
2024-01-12,6592.7001953125,1308.050048828125,2.9599821762905347,1836.907244460772,4755.792950851728,,0.9859235269404268,,,,,,,,,,,,,,,
2024-01-15,6614.0498046875,1337.6500244140625,2.834510081969423,1772.5996811225175,4841.450123564982,,0.9834754802100494,,,,,,,,,,,,,,,
2024-01-16,6597.0,1320.4000244140625,2.8379354210923777,1789.6558830177128,4807.344116982287,,0.9827623195992584,,,,,,,,,,,,,,,
2024-01-17,6626.9501953125,1326.75,2.818789829640414,1791.4780090634122,4835.472186249088,,0.986216649658032,,,,,,,,,,,,,,,
2024-01-18,6486.60009765625,1355.1500244140625,2.4453785147152165,1562.3476686747044,4924.252428981546,,0.9700160043383508,,,,,,,,,,,,,,,
2024-01-19,6415.35009765625,1389.9000244140625,2.153040745101208,1380.238128965495,5035.111968690755,,0.948123057988724,,,,,,,,,,,,,,,
2024-01-23,6201.60009765625,1366.6500244140625,1.8928904174009205,1218.0144989745986,4983.585598681651,,0.9272892498529484,,,,,,,,,,,,,,,
2024-01-24,6369.2001953125,1407.949951171875,1.94245003299372,1252.4413480824396,5116.75884723006,,0.923939700858174,,,,,,,,,,,,,,,
2024-01-25,6205.0498046875,1322.050048828125,2.040424096036258,1322.4940654813236,4882.555739206176,,0.9356334297409556,,,,,,,,,,,,,,,
2024-01-29,6254.75,1314.3499755859375,2.126243836107797,1382.2756498293083,4872.474350170692,,0.94281529648378,,,,,,,,,,,,,,,
2024-01-30,6244.7998046875,1317.8499755859375,2.072638289398613,1352.6122240149723,4892.187580672528,,0.9217979742856102,,,,,,,,,,,,,,,
2024-01-31,6250.10009765625,1333.6500244140625,1.9846569360531443,1299.032702581104,4951.067395075146,,0.9116043379971634,,,,,,,,,,,,,,,
2024-02-01,6169.75,1312.5,1.9364133418960023,1271.3521161813687,4898.397883818631,,0.8907334295873941,,,,,,,,,,,,,,,
2024-02-02,6425.35009765625,1338.0999755859375,2.177665588048625,1434.7456125073986,4990.604485148851,,0.9153403436375124,,,,,,,,,,,,,,,
2024-02-05,6366.2998046875,1332.75,2.086542636868732,1379.4701955876426,4986.829609099857,,0.8928199864421762,,,,,,,,,,,,,,,
