Dates,ABBOTINDIA.NS Y,ZYDUSLIFE.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ZYDUSLIFE.NS X,Effective Margin of ABBOTINDIA.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ABBOTINDIA.NS X,Effective Investment of ABBOTINDIA.NS Y,Multiplier X,Multiplier Y
2023-05-22,21373.099609375,506.25,1.1601378289815436,2086.490843928408,19286.608765446592,,0.257995176473405,1.0,57224.99951171875,572.2499951171875,284.9759912109375,287.27400390625,11.0,6.86553094338353,3928.800048828125,686.553094338353,4057.200439453125,-128.400390625,28497.59912109375,28727.400390625,36.0,1.0
2023-05-23,21508.099609375,507.4500122070313,1.2236236084140513,2195.301098130647,19312.798511244357,,0.2460406811478335,,,,,273.7044921875,,,,,,,27658.75,27370.44921875,29.0,1.0
2023-05-24,21470.0,503.9500122070313,1.19927671278765,2145.8157229522585,19324.18427704774,,0.2259187061175536,,,,,,,,,,,,,,,
2023-05-25,21840.900390625,505.7000122070313,1.3933026371068633,2486.5671321806403,19354.33325844436,,0.2503841923118401,,,,,,,,,,,,,,,
2023-05-26,21901.44921875,508.25,1.4114267629913222,2512.172821316599,19389.2763974334,,0.2550527420475037,,,,,,,,,,,,,,,
2023-05-29,21893.80078125,512.0499877929688,1.387604412980436,2462.2229893660297,19431.57779188397,,0.2355437456006481,,,,,,,,,,,,,,,
2023-05-30,22054.599609375,505.75,1.4811365713256457,2620.6160342498515,19433.98357512515,,0.2630761475799916,,,,,,,,,,,,,,,
2023-05-31,21737.900390625,502.2999877929688,1.3004395369166484,2292.2755374120934,19445.624853212907,,0.2240438767405614,Individual Breakup,,Lot ABBOTINDIA.NS Y,Lot  ZYDUSLIFE.NS X,Total Profit,Total Trade,,,,,,,,,
2023-06-01,21602.650390625,513.4000244140625,1.184067777548397,2078.151638755029,19524.49875186997,,0.2289195293159096,Margin of ZYDUSLIFE.NS X,Margin of ABBOTINDIA.NS Y,1,4855.3507080078125,-925.5506591796875,1,,,,,,,,,
2023-06-02,21927.25,518.0,1.3436478700516143,2349.480391479072,19577.769608520928,,0.2453343117337736,1,1,,,,,,,,,,,,,
2023-06-05,21832.150390625,510.1000061035156,1.2995854958724,2263.487835277192,19568.662555347808,,0.2426734792042133,,,,,,,,,,,,,,,
